Text,Emotion,Sentiment
"All is calm, watching the rain from the porch.",Contentment,Positive
What a helpless day.,Sadness,Negative
"Feeling broken, I heard she is very ill. #today",Sadness,Negative
is the gym open today?,Curiosity,Neutral
The gym was so typical!!!,Ambivalence,Neutral
Update: the office chair stopped responding again. #update,Disappointment,Negative
Our apartment was standard.,Ambivalence,Neutral
My new watch works perfectly.,Joy,Positive
that was so worsening,Disappointment,Negative
The library moved to a new building last month. #mood,Neutral,Neutral
Sending a huge thank you to the whole team for the wonderful advice.,Gratitude,Positive
The cafe is closed on Thursdays.,Neutral,Neutral
the tool comes with voice search and linux,Neutral,Neutral
The staff is full of scratches.,Disappointment,Negative
Reminder: the store opens at nine!!,Neutral,Neutral
The whole experience went above and beyond!!,Joy,Positive
I felt agonizing today.,Disappointment,Negative
Scrolling through everyone's happy photos while I eat dinner by myself. #weekend,Loneliness,Negative
"Surprisingly, the pasta was not poor at all!",Joy,Positive
I'm devastated that my friend stopped talking to me. 😢,Sadness,Negative
"The colours are vivid, highly recommend.",Joy,Positive
"according to the schedule, the meeting is scheduled for thursday afternoon",Neutral,Neutral
the update was southern,Neutral,Neutral
The apartment was irritative!!,Disappointment,Negative
Update: the blender exceeded my expectations. #monday,Joy,Positive
Best hotel I've had in years.,Joy,Positive
Something tells me the audition on Friday will be fine.,Hope,Positive
This campsite was full of flavour. 😊,Joy,Positive
I found the update to be brilliant.,Joy,Positive
"My heart is racing with excitement, the neighbours threw us a surprise party.",Excitement,Positive
it was ardent,Joy,Positive
"Got the office chair yesterday, it came with a manual.",Neutral,Neutral
Sending a huge thank you to my friends for believing in me.,Gratitude,Positive
"The support team was great, although the staff was impolite. #mood",Ambivalence,Neutral
The package is compatible with the web and file sharing.,Neutral,Neutral
Can't believe how annoying the class turned out.,Disappointment,Negative
The pharmacy moved to a new building last month!!,Neutral,Neutral
"Yuck, the smell from the garbage was unbearable.",Disgust,Negative
Is it true that the parcel is out for delivery?,Curiosity,Neutral
What a poor day. #weekend,Disappointment,Negative
the game was neither perfect nor lousy,Ambivalence,Neutral
The latest delivery driver made things harder to use.,Disappointment,Negative
Absolutely furious,Anger,Negative
"So proud of everyone involved, I finished my degree.",Pride,Positive
The course was yellow. #daily,Neutral,Neutral
I bought this drone last week and it works perfectly.,Joy,Positive
I'm honestly drained about the exam.,Sadness,Negative
Our apartment was so so.,Ambivalence,Neutral
I found the novel to be top notch.,Joy,Positive
That was so illegal!,Disappointment,Negative
That was so heroic!,Joy,Positive
That was so fake! 👎,Disappointment,Negative
The software supports both cloud backup and voice search.,Neutral,Neutral
Forever grateful to the nurses for your kindness.,Gratitude,Positive
The delivery van stops at the gym every morning.,Neutral,Neutral
It is a national view.,Neutral,Neutral
the teacher was unforgettable,Joy,Positive
"So nervous, I might lose my house.",Fear,Negative
This toaster looks and works great.,Joy,Positive
"Overall, the customer care was ordinary.",Ambivalence,Neutral
What a disastrous day.,Disappointment,Negative
I'll call my colleagues after breakfast.,Neutral,Neutral
The commute was small.,Neutral,Neutral
Been reading up on how languages evolve.,Curiosity,Neutral
The train station was horrific.,Disappointment,Negative
Update: the tent is worth every penny. ❤️,Joy,Positive
I'm reading a book about volcanoes. #news,Neutral,Neutral
What a despondent day!!,Sadness,Negative
I'd love to learn why we dream. #thoughts,Curiosity,Neutral
The novel was downcast. #thoughts,Sadness,Negative
I'm furious that my colleague took credit for my work!,Anger,Negative
"Honestly, pretty sophisticated.",Joy,Positive
can someone explain how bees make honey?,Curiosity,Neutral
That was so direful! #update,Disappointment,Negative
"what a proud moment, i passed my driving test",Pride,Positive
The support team wasn't superb at all. #monday,Disappointment,Negative
the show was pure magic,Joy,Positive
"The milk had gone sour, it made me gag.",Disgust,Negative
Today I'm grateful.,Gratitude,Positive
today i cleaned my desk,Neutral,Neutral
"Honestly, pretty breathtaking. #thoughts",Joy,Positive
"The hotel room is not great, sadly.",Disappointment,Negative
My salad was overcooked today.,Disappointment,Negative
This whole thing is just depressed.,Sadness,Negative
Would definitely recommend the salad.,Joy,Positive
Everything feels empty since my sister moved overseas. 😢,Sadness,Negative
I felt irritated today.,Anger,Negative
The airport is flat and small.,Neutral,Neutral
This coffee was full of errors.,Disappointment,Negative
My new speaker is worth every penny. 🎉,Joy,Positive
The customer care was electric. #weekend,Neutral,Neutral
no complaints about the curry at all,Joy,Positive
The receptionist was square.,Neutral,Neutral
The pizza was really fresh. 👍,Joy,Positive
"I'm so scared, someone was following me on the street.",Fear,Negative
The course did not meet my expectations. #update,Disappointment,Negative
my heart is so full when i'm with my dog,Love,Positive
"Feeling blessed, I found my lost wallet with everything inside. #weekend",Gratitude,Positive
That was so devilish! #news,Disappointment,Negative
The workshop was not worthwhile. 😢,Disappointment,Negative
Can't believe how outstanding the waiter turned out.,Joy,Positive
"I believe in the test results, better days are ahead.",Hope,Positive
Worst match I've ever had.,Disappointment,Negative
Sending a huge thank you to everyone who supported me for everything you did for us.,Gratitude,Positive
"i liked the website, but the tablet was lousy",Ambivalence,Neutral
Nothing feels better than a hug from my aunt. 😊,Love,Positive
I long for company but everyone seems far away.,Loneliness,Negative
Feeling heavy and tearful today for no clear reason. 👎,Sadness,Negative
"Honestly, many thanks!",Gratitude,Positive
The pasta was so frustrating! #weekend,Disappointment,Negative
"Sick of this, someone cut in line right in front of me. Total disrespect.",Anger,Negative
I can't believe how worthless the soup was.,Disappointment,Negative
I found the view to be poor.,Disappointment,Negative
Feeling glad about the audition.,Joy,Positive
That was so notorious! #weekend,Disappointment,Negative
this tent was shipped from the local warehouse,Neutral,Neutral
How dare they? They ignored my complaint for weeks! #daily,Anger,Negative
it was influential,Joy,Positive
The train station was considerate.,Joy,Positive
I can't believe how worthless the manager was.,Disappointment,Negative
The apartment was so ordinary!,Ambivalence,Neutral
Definitely lousy: the update.,Disappointment,Negative
Definitely average: the story.,Ambivalence,Neutral
"Nobody checks on me anymore, walking home to an empty flat.",Loneliness,Negative
The update was really poor.,Disappointment,Negative
"ugh, the results were worse than i expected. what a waste",Disappointment,Negative
Forever grateful to my friends for the thoughtful gift.,Gratitude,Positive
I bought this phone last week and it has a two year warranty.,Neutral,Neutral
"So lonely tonight, waiting for a call that never comes. #update",Loneliness,Negative
I'm so disappointed that I missed my train by a minute!!,Disappointment,Negative
Feeling hopeful about the new business.,Hope,Positive
"Honestly, very unhappy #news",Disappointment,Negative
"Nothing to do, nowhere to be, just listening to the birds in the park. So content.",Contentment,Positive
"The soundtrack is not touching, sadly.",Disappointment,Negative
Much appreciated! #thoughts,Gratitude,Positive
The latest soup made things better.,Joy,Positive
I've been wondering how airplanes stay in the air.,Curiosity,Neutral
this laptop made everything better,Joy,Positive
"The sushi was not disappointing, but not fantastic either.",Ambivalence,Neutral
The staff was rectangular.,Neutral,Neutral
My new laptop is better than I imagined.,Joy,Positive
The class ruined everything. 😡,Anger,Negative
The driver had me smiling all day.,Joy,Positive
The keyboard was heavenly.,Joy,Positive
the hotel was great tbh,Joy,Positive
My heart is so full when I'm with my girlfriend.,Love,Positive
I miss having someone to talk to. Spending the holidays without anyone.,Loneliness,Negative
This hotel room made everything more confusing.,Disappointment,Negative
"Boring course, I learned nothing new.",Disappointment,Negative
That was so unsavory!,Disappointment,Negative
The ice cream was closed.,Neutral,Neutral
"i can't believe it, the client loved our proposal! so pumped",Excitement,Positive
Hoping and praying for next season. 😍,Hope,Positive
It was proactive.,Joy,Positive
I'm pleased about the party. #mood,Joy,Positive
My dinner was very poor today.,Disappointment,Negative
The phone was abysmal but the headset was sleek.,Ambivalence,Neutral
it was laughing,Joy,Positive
The conference room can hold fifteen people.,Neutral,Neutral
Anyone know?!!,Curiosity,Neutral
The workshop was top notch but the commute was tiresome.,Ambivalence,Neutral
"I can't sleep from anxiety, someone was following me on the street.",Fear,Negative
I feel proud because of this weekend. #mood,Pride,Positive
What a disgusting day.,Disgust,Negative
"I believe in our plans for next year, better days are ahead.",Hope,Positive
everything felt merry,Joy,Positive
I cherish my baby girl so much!!,Love,Positive
This ice cream was full of warmth.,Joy,Positive
I bought this backpack last week and it came with a manual.,Neutral,Neutral
The trip was so fine!,Ambivalence,Neutral
Nothing feels better than a hug from my whole family.,Love,Positive
"The soundtrack was atrocious, though the plot was fabulous.",Ambivalence,Neutral
"Worst concert ever, avoid.",Disappointment,Negative
I read about the workshop yesterday.,Neutral,Neutral
"I expected so much more, but our team lost the final. 😤",Disappointment,Negative
The store has a sale on garden tools until Friday!!,Neutral,Neutral
Is the curry worth checking out? #life,Curiosity,Neutral
I found the sushi to be underwhelming.,Disappointment,Negative
Has anyone tried the commute?,Curiosity,Neutral
